iter	Logloss
320	0.002273679642
321	0.00227371799
322	0.002258504112
323	0.00224206428
324	0.002242059077
325	0.002242073047
326	0.002242062789
327	0.002242041628
328	0.002242038415
329	0.002242023094
330	0.002242006133
331	0.002241995405
332	0.002241996306
333	0.002241956671
334	0.002227855464
335	0.002227833953
336	0.002227845554
337	0.002227845554
338	0.00222781307
339	0.002227798261
340	0.00222776828
341	0.002227779809
342	0.002227751498
343	0.002227731804
344	0.002210111231
345	0.002210095591
346	0.002210061509
347	0.002210068343
348	0.002210045079
349	0.002194233277
350	0.002194207621
351	0.002194202017
352	0.002194171134
353	0.002194184855
354	0.002194162783
355	0.002194149657
356	0.002179597911
357	0.002179596908
358	0.00216655438
359	0.002166529832
360	0.002166533506
361	0.002166505856
362	0.002166503368
363	0.002166494459
364	0.002166455847
365	0.002166455956
366	0.002166449181
367	0.00216643192
368	0.00216643192
369	0.002166437302
370	0.002166407722
371	0.002166398818
372	0.002166378496
373	0.002166410348
374	0.002166354193
375	0.002166309576
376	0.002166297403
377	0.002166287068
378	0.002166267467
379	0.002166246026
380	0.002166212782
381	0.002166208913
382	0.002150339529
383	0.00215032336
384	0.002150331754
385	0.002150303684
386	0.002150313502
387	0.00215028745
388	0.00215024108
389	0.002150235266
390	0.002150235266
391	0.002150211265
392	0.002150216485
393	0.002150216485
394	0.002150182249
395	0.002150186953
396	0.002150180436
397	0.002150156781
398	0.002133258379
399	0.002133258379
400	0.002118372298
401	0.002118354361
402	0.002118362754
403	0.002118346135
404	0.002118346135
405	0.002118341404
406	0.002118338928
407	0.002118298175
408	0.002118299163
409	0.002118299163
410	0.002118282735
411	0.002118264375
412	0.002118247956
413	0.002118227386
414	0.002118237269
415	0.002118216828
416	0.00211821635
417	0.00211819652
418	0.002118219223
419	0.002118186521
420	0.002118189593
421	0.002118184901
422	0.002118138261
423	0.002118140976
424	0.002118112499
425	0.002118102666
426	0.002118094014
427	0.00211808524
428	0.002118084996
429	0.002118055126
